term	name
GO:0045609	positive regulation of inner ear auditory receptor cell differentiation
GO:0061056	sclerotome development
GO:0007597	blood coagulation, intrinsic pathway
GO:0031639	plasminogen activation
GO:0051919	positive regulation of fibrinolysis
GO:0034769	basement membrane disassembly
GO:0003009	skeletal muscle contraction
GO:0010659	cardiac muscle cell apoptotic process
GO:0032273	positive regulation of protein polymerization
GO:0045040	protein insertion into mitochondrial outer membrane
GO:0060452	positive regulation of cardiac muscle contraction
GO:0002134	UTP binding
GO:0002135	CTP binding
GO:0017098	sulfonylurea receptor binding
GO:0030235	nitric-oxide synthase regulator activity
GO:0140597	protein carrier chaperone
GO:0097226	sperm mitochondrial sheath
GO:0097524	sperm plasma membrane
GO:0035859	Seh1-associated complex
GO:0010668	ectodermal cell differentiation
GO:0035878	nail development
GO:0038132	neuregulin binding
GO:0045039	protein insertion into mitochondrial inner membrane
GO:0042721	TIM22 mitochondrial import inner membrane insertion complex
GO:0046479	glycosphingolipid catabolic process
GO:0004557	alpha-galactosidase activity
GO:0043532	angiostatin binding
GO:0030953	astral microtubule organization
GO:0042130	negative regulation of T cell proliferation
GO:0046037	GMP metabolic process
GO:0046710	GDP metabolic process
GO:0046956	positive phototaxis
GO:0061060	negative regulation of peptidoglycan recognition protein signaling pathway
GO:0098911	regulation of ventricular cardiac muscle cell action potential
GO:1902305	regulation of sodium ion transmembrane transport
GO:1902473	regulation of protein localization to synapse
GO:1903286	regulation of potassium ion import
GO:1903760	regulation of voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization
GO:1903764	regulation of potassium ion export across plasma membrane
GO:0004385	guanylate kinase activity
GO:0031434	mitogen-activated protein kinase kinase binding
GO:0097016	L27 domain binding
GO:0098919	structural constituent of postsynaptic density
GO:0043219	lateral loop
GO:0061689	tricellular tight junction
GO:0097025	MPP7-DLG1-LIN7 complex
GO:0034587	piRNA processing
GO:0090486	small RNA 2'-O-methyltransferase activity
GO:0000055	ribosomal large subunit export from nucleus
GO:0110136	protein-RNA complex remodeling
GO:2000200	regulation of ribosomal subunit export from nucleus
GO:0006066	alcohol metabolic process
GO:0044338	canonical Wnt signaling pathway involved in mesenchymal stem cell differentiation
GO:0048697	positive regulation of collateral sprouting in absence of injury
GO:0060064	Spemann organizer formation at the anterior end of the primitive streak
GO:0060323	head morphogenesis
GO:0061180	mammary gland epithelium development
GO:0005640	nuclear outer membrane
GO:0031403	lithium ion binding
GO:0001174	transcriptional start site selection at RNA polymerase II promoter
GO:1904798	positive regulation of core promoter binding
GO:1990114	RNA polymerase II core complex assembly
GO:0043474	pigment metabolic process involved in pigmentation
GO:1903712	cysteine transmembrane transport
GO:0033229	cysteine transmembrane transporter activity
GO:0010009	cytoplasmic side of endosome membrane
GO:0045329	carnitine biosynthetic process
GO:0008336	gamma-butyrobetaine dioxygenase activity
GO:0032036	myosin heavy chain binding
GO:0016460	myosin II complex
GO:0010025	wax biosynthetic process
GO:0047196	long-chain-alcohol O-fatty-acyltransferase activity
GO:0050252	retinol O-fatty-acyltransferase activity
GO:0018729	propionate CoA-transferase activity
GO:0031956	medium-chain fatty acid-CoA ligase activity
GO:0042256	cytosolic ribosome assembly
GO:0030595	leukocyte chemotaxis
GO:1901097	negative regulation of autophagosome maturation
GO:0003183	mitral valve morphogenesis
GO:0031957	very long-chain fatty acid-CoA ligase activity
GO:0046222	aflatoxin metabolic process
GO:0062186	anandamide epoxidase activity
GO:0009113	purine nucleobase biosynthetic process
GO:0004642	phosphoribosylformylglycinamidine synthase activity
GO:0010573	vascular endothelial growth factor production
GO:0043242	negative regulation of protein-containing complex disassembly
GO:0043243	positive regulation of protein-containing complex disassembly
GO:0097527	necroptotic signaling pathway
GO:0033925	mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase activity
GO:0051668	localization within membrane
GO:0016188	synaptic vesicle maturation
GO:0031629	synaptic vesicle fusion to presynaptic active zone membrane
GO:1902824	positive regulation of late endosome to lysosome transport
GO:0036298	recombinational interstrand cross-link repair
GO:0032406	MutLbeta complex binding
GO:0032408	MutSbeta complex binding
GO:0097362	MCM8-MCM9 complex
GO:0016259	selenocysteine metabolic process
GO:0070276	halogen metabolic process
GO:0071280	cellular response to copper ion
GO:0033797	selenate reductase activity
GO:0045340	mercury ion binding
GO:0045003	double-strand break repair via synthesis-dependent strand annealing
GO:0097513	myosin II filament
GO:0010070	zygote asymmetric cell division
GO:0031914	negative regulation of synaptic plasticity
GO:0010360	negative regulation of anion channel activity
GO:0004703	G protein-coupled receptor kinase activity
GO:0047696	beta-adrenergic receptor kinase activity
GO:0050254	rhodopsin kinase activity
GO:0043467	regulation of generation of precursor metabolites and energy
GO:0075296	positive regulation of ascospore formation
GO:1905191	positive regulation of metaphase/anaphase transition of meiosis II
GO:1990757	ubiquitin ligase activator activity
GO:0000811	GINS complex
GO:1903852	positive regulation of cristae formation
GO:1990839	response to endothelin
GO:0070435	Shc-EGFR complex
GO:0008068	extracellularly glutamate-gated chloride channel activity
GO:2000312	regulation of kainate selective glutamate receptor activity
GO:0034109	homotypic cell-cell adhesion
GO:0042392	sphingosine-1-phosphate phosphatase activity
GO:0106235	ceramide-1-phosphate phosphatase activity
GO:0048680	positive regulation of axon regeneration
GO:0001941	postsynaptic membrane organization
GO:0072578	neurotransmitter-gated ion channel clustering
GO:1900451	positive regulation of glutamate receptor signaling pathway
GO:0034654	nucleobase-containing compound biosynthetic process
GO:0140097	catalytic activity, acting on DNA
GO:0060545	positive regulation of necroptotic process
GO:0070105	positive regulation of interleukin-6-mediated signaling pathway
GO:0070926	regulation of ATP:ADP antiporter activity
GO:1901026	ripoptosome assembly involved in necroptotic process
GO:1903800	positive regulation of miRNA processing
GO:0097342	ripoptosome
GO:0046959	habituation
GO:0060137	maternal process involved in parturition
GO:0015677	copper ion import
GO:0008609	alkylglycerone-phosphate synthase activity
GO:0009996	negative regulation of cell fate specification
GO:0035207	negative regulation of hemocyte proliferation
GO:0070983	dendrite guidance
GO:0090027	negative regulation of monocyte chemotaxis
GO:0008330	protein tyrosine/threonine phosphatase activity
GO:0030125	clathrin vesicle coat
GO:0031587	positive regulation of inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity
GO:0035502	metanephric part of ureteric bud development
GO:0071464	cellular response to hydrostatic pressure
GO:0072208	metanephric smooth muscle tissue development
GO:0072214	metanephric cortex development
GO:0072219	metanephric cortical collecting duct development
GO:0048763	calcium-induced calcium release activity
GO:0045180	basal cortex
GO:0086045	membrane depolarization during AV node cell action potential
GO:0098912	membrane depolarization during atrial cardiac muscle cell action potential
GO:0086056	voltage-gated calcium channel activity involved in AV node cell action potential
GO:0099635	voltage-gated calcium channel activity involved in positive regulation of presynaptic cytosolic calcium levels
GO:0019001	guanyl nucleotide binding
GO:0060789	hair follicle placode formation
GO:0005159	insulin-like growth factor receptor binding
GO:0010856	adenylate cyclase activator activity
GO:0051430	corticotropin-releasing hormone receptor 1 binding
GO:0030126	COPI vesicle coat
GO:0051903	S-(hydroxymethyl)glutathione dehydrogenase [NAD(P)+] activity
GO:0043423	3-phosphoinositide-dependent protein kinase binding
GO:0006760	folic acid-containing compound metabolic process
GO:0048388	endosomal lumen acidification
GO:0046961	proton-transporting ATPase activity, rotational mechanism
GO:0000221	vacuolar proton-transporting V-type ATPase, V1 domain
GO:0033181	plasma membrane proton-transporting V-type ATPase complex
GO:0021589	cerebellum structural organization
GO:0031204	post-translational protein targeting to membrane, translocation
GO:0035437	maintenance of protein localization in endoplasmic reticulum
GO:0048708	astrocyte differentiation
GO:0002520	immune system development
GO:0030620	U2 snRNA binding
GO:0034336	misfolded RNA binding
GO:2000291	regulation of myoblast proliferation
GO:0070431	nucleotide-binding oligomerization domain containing 2 signaling pathway
GO:1900542	regulation of purine nucleotide metabolic process
GO:0017061	S-methyl-5-thioadenosine phosphorylase activity
GO:0047975	guanosine phosphorylase activity
GO:1902969	mitotic DNA replication
GO:1990518	single-stranded 3'-5' DNA helicase activity
GO:0016272	prefoldin complex
GO:0045196	establishment or maintenance of neuroblast polarity
GO:0007418	ventral midline development
GO:0021779	oligodendrocyte cell fate commitment
GO:0048319	axial mesoderm morphogenesis
GO:0009156	ribonucleoside monophosphate biosynthetic process
GO:0004749	ribose phosphate diphosphokinase activity
GO:0006015	5-phosphoribose 1-diphosphate biosynthetic process
GO:0006167	AMP biosynthetic process
GO:0002189	ribose phosphate diphosphokinase complex
GO:0035212	cell competition in a multicellular organism
GO:0048367	shoot system development
GO:1990244	histone H2AT120 kinase activity
GO:0060296	regulation of cilium beat frequency involved in ciliary motility
GO:0005119	smoothened binding
GO:0042730	fibrinolysis
GO:0010633	negative regulation of epithelial cell migration
GO:0009637	response to blue light
GO:0009641	shade avoidance
GO:0009658	chloroplast organization
GO:0009963	positive regulation of flavonoid biosynthetic process
GO:0010100	negative regulation of photomorphogenesis
GO:0010114	response to red light
GO:0010119	regulation of stomatal movement
GO:0010218	response to far red light
GO:0046283	anthocyanin-containing compound metabolic process
GO:0048575	short-day photoperiodism, flowering
GO:2000028	regulation of photoperiodism, flowering
GO:0001757	somite specification
GO:0010808	positive regulation of synaptic vesicle priming
GO:0060478	acrosomal vesicle exocytosis
GO:0098882	structural constituent of presynaptic active zone
GO:0030717	oocyte karyosome formation
GO:0007426	tracheal outgrowth, open tracheal system
GO:0007428	primary branching, open tracheal system
GO:0007430	terminal branching, open tracheal system
GO:0035008	positive regulation of melanization defense response
GO:0035154	terminal cell fate specification, open tracheal system
GO:0035215	genital disc development
GO:0045614	negative regulation of plasmatocyte differentiation
GO:0032224	positive regulation of synaptic transmission, cholinergic
GO:1905909	regulation of dauer entry
GO:0044090	positive regulation of vacuole organization
GO:0007482	haltere development
GO:0016204	determination of muscle attachment site
GO:0000803	sex chromosome
GO:0035061	interchromatin granule
GO:0060084	synaptic transmission involved in micturition
GO:0019212	phosphatase inhibitor activity
GO:0010701	positive regulation of norepinephrine secretion
GO:0010893	positive regulation of steroid biosynthetic process
GO:0010830	regulation of myotube differentiation
GO:0048742	regulation of skeletal muscle fiber development
GO:0014820	tonic smooth muscle contraction
GO:0032060	bleb assembly
GO:0004687	myosin light chain kinase activity
GO:0000454	snoRNA guided rRNA pseudouridine synthesis
GO:0000455	enzyme-directed rRNA pseudouridine synthesis
GO:0031120	snRNA pseudouridine synthesis
GO:0048315	conidium formation
GO:0051211	anisotropic cell growth
GO:0090666	scaRNA localization to Cajal body
GO:1904851	positive regulation of establishment of protein localization to telomere
