gene	GO
LOC111333952	GO:0000228,GO:0000785,GO:0000790,GO:0000902,GO:0000904,GO:0000976,GO:0000977,GO:0000978,GO:0000981,GO:0000982,GO:0000987,GO:0001012,GO:0001067,GO:0001077,GO:0001101,GO:0001228,GO:0001501,GO:0001568,GO:0001667,GO:0001701,GO:0001738,GO:0001755,GO:0001838,GO:0001932,GO:0001934,GO:0001944,GO:0001947,GO:0001967,GO:0002009,GO:0002164,GO:0002376,GO:0002520,GO:0003007,GO:0003008,GO:0003013,GO:0003015,GO:0003142,GO:0003143,GO:0003144,GO:0003151,GO:0003156,GO:0003205,GO:0003206,GO:0003207,GO:0003208,GO:0003211,GO:0003215,GO:0003219,GO:0003231,GO:0003253,GO:0003264,GO:0003266,GO:0003278,GO:0003342,GO:0003343,GO:0003357,GO:0003674,GO:0003676,GO:0003677,GO:0003680,GO:0003690,GO:0003700,GO:0003712,GO:0003713,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005667,GO:0005694,GO:0006139,GO:0006351,GO:0006355,GO:0006357,GO:0006366,GO:0006584,GO:0006725,GO:0006807,GO:0006915,GO:0006928,GO:0007275,GO:0007368,GO:0007389,GO:0007399,GO:0007422,GO:0007423,GO:0007507,GO:0007508,GO:0007512,GO:0007610,GO:0007631,GO:0008015,GO:0008134,GO:0008150,GO:0008152,GO:0008219,GO:0008283,GO:0009058,GO:0009059,GO:0009653,GO:0009712,GO:0009713,GO:0009790,GO:0009791,GO:0009792,GO:0009799,GO:0009855,GO:0009887,GO:0009888,GO:0009889,GO:0009891,GO:0009892,GO:0009893,GO:0009966,GO:0009967,GO:0009987,GO:0010002,GO:0010033,GO:0010463,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010562,GO:0010604,GO:0010605,GO:0010611,GO:0010613,GO:0010628,GO:0010629,GO:0010646,GO:0010647,GO:0010656,GO:0010660,GO:0010662,GO:0010664,GO:0010665,GO:0010667,GO:0010941,GO:0012501,GO:0014031,GO:0014032,GO:0014033,GO:0014070,GO:0014706,GO:0014742,GO:0014743,GO:0016043,GO:0016070,GO:0016331,GO:0016358,GO:0016477,GO:0018130,GO:0018958,GO:0019219,GO:0019220,GO:0019222,GO:0019438,GO:0022008,GO:0022603,GO:0023051,GO:0023056,GO:0030030,GO:0030097,GO:0030154,GO:0030182,GO:0030278,GO:0030279,GO:0030326,GO:0030855,GO:0030859,GO:0030878,GO:0031175,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031399,GO:0031401,GO:0031974,GO:0031981,GO:0032268,GO:0032270,GO:0032501,GO:0032502,GO:0032526,GO:0032774,GO:0032784,GO:0032786,GO:0032872,GO:0032874,GO:0032968,GO:0032989,GO:0032990,GO:0032991,GO:0033333,GO:0033334,GO:0033339,GO:0033613,GO:0033993,GO:0034103,GO:0034243,GO:0034641,GO:0034645,GO:0034654,GO:0035050,GO:0035051,GO:0035107,GO:0035108,GO:0035113,GO:0035118,GO:0035138,GO:0035148,GO:0035239,GO:0035270,GO:0035295,GO:0040011,GO:0042127,GO:0042221,GO:0042325,GO:0042327,GO:0042415,GO:0042421,GO:0042423,GO:0042475,GO:0042476,GO:0042692,GO:0042733,GO:0042802,GO:0042803,GO:0042981,GO:0043009,GO:0043066,GO:0043067,GO:0043069,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043388,GO:0043392,GO:0043408,GO:0043410,GO:0043433,GO:0043502,GO:0043565,GO:0043586,GO:0044057,GO:0044092,GO:0044093,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044454,GO:0044464,GO:0045595,GO:0045596,GO:0045667,GO:0045668,GO:0045893,GO:0045935,GO:0045937,GO:0045944,GO:0046189,GO:0046483,GO:0046982,GO:0046983,GO:0048468,GO:0048483,GO:0048485,GO:0048513,GO:0048514,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048534,GO:0048538,GO:0048562,GO:0048565,GO:0048568,GO:0048569,GO:0048583,GO:0048584,GO:0048598,GO:0048646,GO:0048666,GO:0048667,GO:0048699,GO:0048701,GO:0048703,GO:0048704,GO:0048705,GO:0048706,GO:0048729,GO:0048731,GO:0048732,GO:0048736,GO:0048738,GO:0048762,GO:0048812,GO:0048813,GO:0048844,GO:0048856,GO:0048858,GO:0048863,GO:0048864,GO:0048869,GO:0048870,GO:0048934,GO:0048935,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051090,GO:0051093,GO:0051094,GO:0051098,GO:0051099,GO:0051100,GO:0051101,GO:0051146,GO:0051171,GO:0051173,GO:0051174,GO:0051179,GO:0051216,GO:0051239,GO:0051240,GO:0051241,GO:0051246,GO:0051247,GO:0051252,GO:0051254,GO:0051674,GO:0051704,GO:0051705,GO:0051716,GO:0055007,GO:0055123,GO:0060021,GO:0060039,GO:0060047,GO:0060173,GO:0060255,GO:0060429,GO:0060485,GO:0060536,GO:0060537,GO:0060548,GO:0060561,GO:0060562,GO:0060840,GO:0060973,GO:0060976,GO:0060977,GO:0060982,GO:0061032,GO:0061061,GO:0061307,GO:0061308,GO:0061309,GO:0061323,GO:0061325,GO:0061371,GO:0061448,GO:0065007,GO:0065009,GO:0070013,GO:0070302,GO:0070304,GO:0070372,GO:0070374,GO:0070887,GO:0070888,GO:0071229,GO:0071300,GO:0071310,GO:0071396,GO:0071407,GO:0071704,GO:0071840,GO:0071907,GO:0071908,GO:0072175,GO:0072358,GO:0072359,GO:0080090,GO:0080134,GO:0080135,GO:0090257,GO:0090304,GO:0097159,GO:0097659,GO:0120036,GO:0120039,GO:0140110,GO:1900744,GO:1900745,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901615,GO:1901617,GO:1901700,GO:1901701,GO:1902531,GO:1902533,GO:1902680,GO:1902742,GO:1903506,GO:1903508,GO:1903929,GO:1904888,GO:1990837,GO:2000026,GO:2000027,GO:2000112,GO:2000136,GO:2000677,GO:2000679,GO:2000763,GO:2000764,GO:2000826,GO:2001141,GO:2001260,GO:2001262
LOC111333954	GO:0005515,GO:0005524,GO:0005737,GO:0005739,GO:0006950,GO:0008150,GO:0009266,GO:0009408,GO:0009628,GO:0009987,GO:0016887,GO:0033554,GO:0034605,GO:0050896,GO:0051716
LOC111333955	GO:0003674,GO:0005488,GO:0005515
LOC111333956	GO:0004354,GO:0005829,GO:0006520,GO:0006537,GO:0016491,GO:0016639
LOC111333957	GO:0000184,GO:0000226,GO:0000302,GO:0000702,GO:0000956,GO:0001726,GO:0001817,GO:0001819,GO:0001932,GO:0001934,GO:0002181,GO:0002682,GO:0002684,GO:0002694,GO:0002696,GO:0003674,GO:0003676,GO:0003677,GO:0003684,GO:0003690,GO:0003723,GO:0003729,GO:0003735,GO:0003824,GO:0003906,GO:0004518,GO:0004519,GO:0004520,GO:0004536,GO:0005198,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005730,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0005759,GO:0005783,GO:0005789,GO:0005791,GO:0005819,GO:0005829,GO:0005840,GO:0005844,GO:0005856,GO:0005886,GO:0006139,GO:0006259,GO:0006281,GO:0006282,GO:0006355,GO:0006401,GO:0006402,GO:0006412,GO:0006413,GO:0006417,GO:0006518,GO:0006605,GO:0006612,GO:0006613,GO:0006614,GO:0006725,GO:0006807,GO:0006810,GO:0006886,GO:0006950,GO:0006974,GO:0006979,GO:0006996,GO:0007010,GO:0007017,GO:0007049,GO:0007051,GO:0007059,GO:0008017,GO:0008092,GO:0008104,GO:0008134,GO:0008150,GO:0008152,GO:0008284,GO:0008534,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009636,GO:0009719,GO:0009889,GO:0009890,GO:0009892,GO:0009893,GO:0009966,GO:0009967,GO:0009987,GO:0010033,GO:0010035,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010562,GO:0010604,GO:0010605,GO:0010608,GO:0010628,GO:0010629,GO:0010638,GO:0010646,GO:0010647,GO:0010941,GO:0010942,GO:0010950,GO:0010952,GO:0012505,GO:0015031,GO:0015630,GO:0015631,GO:0015833,GO:0015935,GO:0016020,GO:0016043,GO:0016070,GO:0016071,GO:0016363,GO:0016787,GO:0016788,GO:0016798,GO:0016799,GO:0016829,GO:0016835,GO:0017148,GO:0019104,GO:0019219,GO:0019220,GO:0019222,GO:0019439,GO:0019538,GO:0019843,GO:0019866,GO:0019899,GO:0019900,GO:0019901,GO:0022402,GO:0022407,GO:0022409,GO:0022607,GO:0022626,GO:0022627,GO:0023051,GO:0023056,GO:0030155,GO:0030162,GO:0030425,GO:0030544,GO:0030867,GO:0031072,GO:0031090,GO:0031110,GO:0031112,GO:0031113,GO:0031116,GO:0031252,GO:0031253,GO:0031256,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031334,GO:0031396,GO:0031397,GO:0031399,GO:0031400,GO:0031401,GO:0031966,GO:0031967,GO:0031974,GO:0031975,GO:0031981,GO:0031984,GO:0032069,GO:0032070,GO:0032071,GO:0032075,GO:0032077,GO:0032079,GO:0032268,GO:0032269,GO:0032270,GO:0032271,GO:0032273,GO:0032356,GO:0032357,GO:0032358,GO:0032587,GO:0032663,GO:0032743,GO:0032872,GO:0032874,GO:0032886,GO:0032944,GO:0032946,GO:0032991,GO:0033036,GO:0033043,GO:0033365,GO:0033554,GO:0033674,GO:0034097,GO:0034248,GO:0034249,GO:0034399,GO:0034599,GO:0034612,GO:0034613,GO:0034614,GO:0034641,GO:0034645,GO:0034655,GO:0035690,GO:0036477,GO:0042102,GO:0042104,GO:0042127,GO:0042129,GO:0042175,GO:0042221,GO:0042325,GO:0042327,GO:0042493,GO:0042542,GO:0042769,GO:0042886,GO:0042981,GO:0042995,GO:0043005,GO:0043043,GO:0043065,GO:0043066,GO:0043067,GO:0043068,GO:0043069,GO:0043085,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043254,GO:0043280,GO:0043281,GO:0043405,GO:0043406,GO:0043408,GO:0043410,GO:0043506,GO:0043507,GO:0043523,GO:0043524,GO:0043549,GO:0043603,GO:0043604,GO:0044085,GO:0044087,GO:0044089,GO:0044093,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044265,GO:0044267,GO:0044270,GO:0044271,GO:0044390,GO:0044391,GO:0044422,GO:0044424,GO:0044425,GO:0044428,GO:0044429,GO:0044430,GO:0044432,GO:0044444,GO:0044445,GO:0044446,GO:0044459,GO:0044463,GO:0044464,GO:0044877,GO:0045047,GO:0045184,GO:0045738,GO:0045739,GO:0045785,GO:0045859,GO:0045860,GO:0045862,GO:0045934,GO:0045935,GO:0045937,GO:0046006,GO:0046328,GO:0046330,GO:0046483,GO:0046677,GO:0046700,GO:0046907,GO:0048037,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048585,GO:0050670,GO:0050671,GO:0050776,GO:0050778,GO:0050789,GO:0050790,GO:0050794,GO:0050854,GO:0050856,GO:0050857,GO:0050862,GO:0050863,GO:0050865,GO:0050867,GO:0050870,GO:0050896,GO:0051018,GO:0051052,GO:0051053,GO:0051054,GO:0051090,GO:0051091,GO:0051092,GO:0051128,GO:0051130,GO:0051171,GO:0051172,GO:0051173,GO:0051174,GO:0051179,GO:0051225,GO:0051234,GO:0051239,GO:0051240,GO:0051246,GO:0051247,GO:0051248,GO:0051249,GO:0051251,GO:0051252,GO:0051336,GO:0051338,GO:0051345,GO:0051347,GO:0051493,GO:0051495,GO:0051536,GO:0051540,GO:0051606,GO:0051641,GO:0051649,GO:0051716,GO:0051879,GO:0052547,GO:0052548,GO:0060255,GO:0060548,GO:0061481,GO:0065007,GO:0065009,GO:0070013,GO:0070181,GO:0070301,GO:0070302,GO:0070304,GO:0070507,GO:0070663,GO:0070665,GO:0070727,GO:0070848,GO:0070887,GO:0070925,GO:0070972,GO:0071159,GO:0071236,GO:0071310,GO:0071345,GO:0071356,GO:0071363,GO:0071495,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0071900,GO:0071902,GO:0071944,GO:0072594,GO:0072599,GO:0072657,GO:0072686,GO:0080090,GO:0080134,GO:0080135,GO:0090150,GO:0090304,GO:0090305,GO:0097100,GO:0097159,GO:0097237,GO:0097447,GO:0097458,GO:0098552,GO:0098554,GO:0098556,GO:0098562,GO:0098588,GO:0098590,GO:0098827,GO:0120025,GO:0120038,GO:0140078,GO:0140097,GO:1900117,GO:1900119,GO:1901214,GO:1901215,GO:1901222,GO:1901224,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901566,GO:1901575,GO:1901576,GO:1901700,GO:1901701,GO:1902229,GO:1902231,GO:1902531,GO:1902533,GO:1902544,GO:1902546,GO:1902903,GO:1902905,GO:1903037,GO:1903039,GO:1903320,GO:1903321,GO:1903506,GO:1905051,GO:1905053,GO:1990089,GO:1990090,GO:1990904,GO:2000112,GO:2000113,GO:2000116,GO:2001020,GO:2001021,GO:2001022,GO:2001056,GO:2001141,GO:2001233,GO:2001235,GO:2001242,GO:2001244,GO:2001270,GO:2001272
LOC111333959	GO:0005737
LOC111333960	GO:0002225,GO:0002230,GO:0002252,GO:0002376,GO:0002682,GO:0002684,GO:0002697,GO:0002699,GO:0002700,GO:0002702,GO:0002759,GO:0002760,GO:0002784,GO:0002786,GO:0002803,GO:0002805,GO:0002807,GO:0002808,GO:0002813,GO:0002831,GO:0002833,GO:0002920,GO:0002922,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006355,GO:0006357,GO:0006807,GO:0006950,GO:0006952,GO:0006955,GO:0006963,GO:0006964,GO:0007154,GO:0007165,GO:0007166,GO:0008063,GO:0008150,GO:0008152,GO:0008285,GO:0009056,GO:0009057,GO:0009605,GO:0009607,GO:0009615,GO:0009617,GO:0009889,GO:0009891,GO:0009893,GO:0009966,GO:0009987,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0010646,GO:0019219,GO:0019222,GO:0019538,GO:0023051,GO:0023052,GO:0030163,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031347,GO:0031349,GO:0031593,GO:0032101,GO:0032103,GO:0034248,GO:0034250,GO:0042127,GO:0042742,GO:0043122,GO:0043170,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043900,GO:0043902,GO:0044238,GO:0044424,GO:0044464,GO:0045893,GO:0045935,GO:0045944,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0050688,GO:0050691,GO:0050776,GO:0050778,GO:0050789,GO:0050794,GO:0050829,GO:0050896,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0051607,GO:0051704,GO:0051707,GO:0051716,GO:0060255,GO:0061057,GO:0065007,GO:0070530,GO:0071704,GO:0072091,GO:0080090,GO:0080134,GO:0098542,GO:0140030,GO:1900424,GO:1900426,GO:1901564,GO:1901565,GO:1901575,GO:1902531,GO:1902680,GO:1903506,GO:1903508,GO:2000112,GO:2000647,GO:2001141
LOC111333961	GO:0004383,GO:0006182,GO:0008074,GO:0009190,GO:0019934,GO:0020037,GO:0035556,GO:0070482
LOC111333962	GO:0005515
LOC111333963	GO:0001601,GO:0001653,GO:0001662,GO:0002209,GO:0002791,GO:0002793,GO:0003007,GO:0003151,GO:0003205,GO:0003206,GO:0003208,GO:0003214,GO:0003231,GO:0003674,GO:0004888,GO:0004930,GO:0004983,GO:0005246,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0005929,GO:0006810,GO:0006873,GO:0006874,GO:0006875,GO:0006937,GO:0006940,GO:0006950,GO:0006952,GO:0007154,GO:0007165,GO:0007186,GO:0007187,GO:0007188,GO:0007193,GO:0007204,GO:0007218,GO:0007263,GO:0007267,GO:0007268,GO:0007275,GO:0007507,GO:0007610,GO:0007626,GO:0007631,GO:0008150,GO:0008188,GO:0008528,GO:0009653,GO:0009887,GO:0009966,GO:0009968,GO:0009987,GO:0010646,GO:0010648,GO:0010810,GO:0010811,GO:0014059,GO:0016020,GO:0016021,GO:0016247,GO:0019725,GO:0019932,GO:0023051,GO:0023052,GO:0023057,GO:0030003,GO:0030155,GO:0031224,GO:0031226,GO:0031644,GO:0031645,GO:0032501,GO:0032502,GO:0032879,GO:0033555,GO:0033603,GO:0033605,GO:0035556,GO:0038023,GO:0042391,GO:0042592,GO:0042596,GO:0042749,GO:0042752,GO:0042753,GO:0042995,GO:0043226,GO:0043269,GO:0043270,GO:0043949,GO:0043951,GO:0044057,GO:0044425,GO:0044459,GO:0044464,GO:0045187,GO:0045188,GO:0045785,GO:0045933,GO:0045938,GO:0045987,GO:0046010,GO:0046903,GO:0048513,GO:0048518,GO:0048519,GO:0048520,GO:0048521,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048585,GO:0048731,GO:0048856,GO:0048878,GO:0050433,GO:0050789,GO:0050794,GO:0050795,GO:0050801,GO:0050804,GO:0050805,GO:0050896,GO:0051046,GO:0051047,GO:0051048,GO:0051049,GO:0051050,GO:0051051,GO:0051179,GO:0051234,GO:0051239,GO:0051240,GO:0051241,GO:0051480,GO:0051716,GO:0051930,GO:0051931,GO:0051952,GO:0051954,GO:0051966,GO:0051967,GO:0055065,GO:0055074,GO:0055080,GO:0055082,GO:0060089,GO:0060259,GO:0065007,GO:0065008,GO:0065009,GO:0071944,GO:0072359,GO:0072503,GO:0072507,GO:0090087,GO:0090257,GO:0090394,GO:0097730,GO:0098771,GO:0098772,GO:0098815,GO:0098916,GO:0099106,GO:0099177,GO:0099536,GO:0099537,GO:0120025,GO:1902531,GO:1902532,GO:1903530,GO:1903532,GO:2000252,GO:2001023,GO:2001025
LOC111333965	
LOC111333967	
LOC111333970	GO:0004930,GO:0005886,GO:0007186,GO:0016020
LOC111333971	GO:0003674,GO:0005488,GO:0005515
LOC111333972	GO:0004930,GO:0005886,GO:0007186,GO:0016020
LOC111333973	GO:0004222,GO:0006508
LOC111333974	
LOC111333975	GO:0000003,GO:0000323,GO:0003006,GO:0003333,GO:0003674,GO:0005215,GO:0005302,GO:0005342,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005764,GO:0005765,GO:0005768,GO:0005773,GO:0005774,GO:0005783,GO:0005789,GO:0006582,GO:0006725,GO:0006726,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006855,GO:0006865,GO:0007276,GO:0007281,GO:0007283,GO:0007286,GO:0008150,GO:0008152,GO:0008283,GO:0008324,GO:0008509,GO:0008514,GO:0009058,GO:0009987,GO:0010008,GO:0012505,GO:0012506,GO:0015075,GO:0015171,GO:0015173,GO:0015179,GO:0015238,GO:0015318,GO:0015711,GO:0015801,GO:0015807,GO:0015828,GO:0015849,GO:0015893,GO:0016020,GO:0016021,GO:0018958,GO:0019438,GO:0019748,GO:0019953,GO:0022412,GO:0022414,GO:0022857,GO:0030154,GO:0030318,GO:0030659,GO:0031090,GO:0031224,GO:0031410,GO:0031982,GO:0031984,GO:0032501,GO:0032502,GO:0032504,GO:0033162,GO:0034220,GO:0042175,GO:0042221,GO:0042438,GO:0042440,GO:0042441,GO:0042470,GO:0042493,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043324,GO:0043473,GO:0043474,GO:0044237,GO:0044249,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044433,GO:0044437,GO:0044440,GO:0044444,GO:0044446,GO:0044464,GO:0044550,GO:0044703,GO:0045009,GO:0046148,GO:0046189,GO:0046942,GO:0046943,GO:0048066,GO:0048069,GO:0048232,GO:0048468,GO:0048515,GO:0048609,GO:0048770,GO:0048856,GO:0048869,GO:0050896,GO:0050931,GO:0051179,GO:0051234,GO:0051704,GO:0055085,GO:0071702,GO:0071704,GO:0071705,GO:0090741,GO:0097708,GO:0098588,GO:0098655,GO:0098656,GO:0098805,GO:0098827,GO:0098852,GO:1901360,GO:1901362,GO:1901576,GO:1901615,GO:1901617,GO:1902475,GO:1903825,GO:1905039
LOC111333976	GO:0005615,GO:0030199,GO:0031012
LOC111333977	GO:0000122,GO:0000976,GO:0000977,GO:0000981,GO:0000982,GO:0001012,GO:0001067,GO:0001078,GO:0001227,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006139,GO:0006351,GO:0006355,GO:0006357,GO:0006366,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009059,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043565,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044464,GO:0045892,GO:0045934,GO:0046483,GO:0046872,GO:0046914,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902679,GO:1903506,GO:1903507,GO:1990837,GO:2000112,GO:2000113,GO:2001141
LOC111333978	GO:0005575,GO:0005576,GO:0005604,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0005938,GO:0007156,GO:0008046,GO:0008150,GO:0009605,GO:0009607,GO:0009617,GO:0030054,GO:0030424,GO:0031012,GO:0043025,GO:0043207,GO:0044421,GO:0044424,GO:0044444,GO:0044464,GO:0050808,GO:0050896,GO:0051704,GO:0051707,GO:0062023,GO:0071944,GO:0099568
LOC111333979	GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0008270,GO:0019904,GO:0030016,GO:0030017,GO:0031430,GO:0031672,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043292,GO:0044422,GO:0044424,GO:0044444,GO:0044449,GO:0044464,GO:0099080,GO:0099081,GO:0099512
LOC111333981	GO:0004623,GO:0005509,GO:0005544,GO:0005829,GO:0046475,GO:0047498
LOC111333982	
LOC111333983	GO:0000122,GO:0000166,GO:0003674,GO:0003824,GO:0004812,GO:0004814,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006139,GO:0006355,GO:0006357,GO:0006399,GO:0006412,GO:0006418,GO:0006420,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0007275,GO:0007568,GO:0008150,GO:0008152,GO:0008340,GO:0009058,GO:0009059,GO:0009889,GO:0009890,GO:0009892,GO:0009893,GO:0009987,GO:0010259,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0016070,GO:0016874,GO:0016875,GO:0017101,GO:0019219,GO:0019222,GO:0019538,GO:0019752,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032501,GO:0032502,GO:0032991,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0045892,GO:0045934,GO:0046483,GO:0048518,GO:0048519,GO:0048523,GO:0048856,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141
LOC111333986	GO:0003674,GO:0003824,GO:0004175,GO:0004222,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006508,GO:0006807,GO:0006810,GO:0007275,GO:0007610,GO:0007631,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0016020,GO:0016021,GO:0016787,GO:0017090,GO:0019538,GO:0031224,GO:0031226,GO:0032501,GO:0032502,GO:0032991,GO:0035295,GO:0042755,GO:0042802,GO:0043050,GO:0043170,GO:0044238,GO:0044425,GO:0044459,GO:0044464,GO:0048565,GO:0048731,GO:0048856,GO:0051179,GO:0051234,GO:0055123,GO:0060465,GO:0070011,GO:0071704,GO:0071944,GO:0098796,GO:0140096,GO:1901564,GO:1901998
LOC111333987	GO:0046983
LOC111333988	
LOC111333990	GO:0005515,GO:0019887,GO:0030165
LOC111333991	GO:0000001,GO:0000003,GO:0000212,GO:0000226,GO:0000278,GO:0000280,GO:0000339,GO:0000932,GO:0003674,GO:0003676,GO:0003723,GO:0003727,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005829,GO:0006996,GO:0007005,GO:0007010,GO:0007017,GO:0007049,GO:0007051,GO:0007053,GO:0007140,GO:0007275,GO:0007276,GO:0008150,GO:0008187,GO:0008266,GO:0009790,GO:0009987,GO:0010494,GO:0016043,GO:0019953,GO:0022402,GO:0022412,GO:0022414,GO:0022607,GO:0032501,GO:0032502,GO:0032504,GO:0032991,GO:0033301,GO:0034046,GO:0035186,GO:0035770,GO:0036464,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044085,GO:0044424,GO:0044444,GO:0044464,GO:0044703,GO:0045448,GO:0045727,GO:0048232,GO:0048255,GO:0048285,GO:0048308,GO:0048311,GO:0048609,GO:0048856,GO:0051179,GO:0051225,GO:0051321,GO:0051640,GO:0051641,GO:0051646,GO:0051704,GO:0070717,GO:0070925,GO:0071840,GO:0090306,GO:0097159,GO:0140013,GO:1901363,GO:1903046,GO:1990904
LOC111333993	GO:0003729,GO:0004521,GO:0005634,GO:0036464,GO:0090502
