NCBI GeneID	Symbol	Description	Gene Type	Annotation Genomic Range Accession 	SwissProt Accessions
111332412	LOC111332412	uncharacterized LOC111332412	PROTEIN_CODING	NW_019217977.1	
111332426	LOC111332426	uncharacterized LOC111332426	PROTEIN_CODING	NW_019217977.1	
111332431	LOC111332431	uncharacterized LOC111332431	PROTEIN_CODING	NW_019217977.1	
111332434	LOC111332434	uncharacterized LOC111332434	PROTEIN_CODING	NW_019217977.1	
111332440	LOC111332440	uncharacterized LOC111332440	PROTEIN_CODING	NW_019217977.1	
111332443	LOC111332443	uncharacterized LOC111332443	PROTEIN_CODING	NW_019217977.1	
111332456	LOC111332456	uncharacterized LOC111332456	PROTEIN_CODING	NW_019217977.1	
111332458	LOC111332458	uncharacterized LOC111332458	PROTEIN_CODING	NW_019217977.1	
111332461	LOC111332461	prostamide/prostaglandin F synthase-like	PROTEIN_CODING	NW_019217977.1	
111332473	LOC111332473	collagen triple helix repeat-containing protein 1-like	PROTEIN_CODING	NW_019217784.1	
111332477	LOC111332477	uncharacterized LOC111332477	PROTEIN_CODING	NW_019217978.1	
111332489	LOC111332489	uncharacterized LOC111332489	PROTEIN_CODING	NW_019217978.1	
111332491	LOC111332491	P-selectin-like	PROTEIN_CODING	NW_019217978.1	
111332492	LOC111332492	low-density lipoprotein receptor-related protein 2-like	PROTEIN_CODING	NW_019217978.1	
111332504	LOC111332504	uncharacterized LOC111332504	PROTEIN_CODING	NW_019217978.1	
111332505	LOC111332505	E-selectin-like	PROTEIN_CODING	NW_019217978.1	
111332508	LOC111332508	uncharacterized LOC111332508	PROTEIN_CODING	NW_019217978.1	
111332517	LOC111332517	uncharacterized LOC111332517	PROTEIN_CODING	NW_019217979.1	
111332523	LOC111332523	uncharacterized LOC111332523	PROTEIN_CODING	NW_019217979.1	
111332524	LOC111332524	uncharacterized LOC111332524	PROTEIN_CODING	NW_019217791.1	
111332534	LOC111332534	DDRGK domain-containing protein 1-like	PROTEIN_CODING	NW_019217979.1	
111332540	LOC111332540	uncharacterized LOC111332540	PROTEIN_CODING	NW_019217979.1	
111332559	LOC111332559	alsin-like	PROTEIN_CODING	NW_019217980.1	
111332593	LOC111332593	uncharacterized LOC111332593	PROTEIN_CODING	NW_019217982.1	
111332596	LOC111332596	uncharacterized LOC111332596	PROTEIN_CODING	NW_019217982.1	
111332643	LOC111332643	integumentary mucin C.1-like	PROTEIN_CODING	NW_019217983.1	
111332652	LOC111332652	suppressor protein SRP40-like	PROTEIN_CODING	NW_019217983.1	
111332663	LOC111332663	peroxidasin homolog	PROTEIN_CODING	NW_019217983.1	
111332701	LOC111332701	uncharacterized LOC111332701	PROTEIN_CODING	NW_019217984.1	
111332720	LOC111332720	piggyBac transposable element-derived protein 4-like	PROTEIN_CODING	NW_019217984.1	
111332729	LOC111332729	uncharacterized LOC111332729	PROTEIN_CODING	NW_019217985.1	
111332732	LOC111332732	CUB and sushi domain-containing protein 1-like	PROTEIN_CODING	NW_019217791.1	
111332735	LOC111332735	ubiquitin-conjugating enzyme E2 Q2-like	PROTEIN_CODING	NW_019217985.1	
111332741	LOC111332741	uncharacterized LOC111332741	PROTEIN_CODING	NW_019217985.1	
111332742	LOC111332742	uncharacterized LOC111332742	PROTEIN_CODING	NW_019217985.1	
111332743	LOC111332743	uncharacterized LOC111332743	PROTEIN_CODING	NW_019217985.1	
111332745	LOC111332745	uncharacterized LOC111332745	PROTEIN_CODING	NW_019217985.1	
111332748	LOC111332748	uncharacterized LOC111332748	PROTEIN_CODING	NW_019217985.1	
111332759	LOC111332759	uncharacterized LOC111332759	PROTEIN_CODING	NW_019217985.1	
111332767	LOC111332767	heparan-alpha-glucosaminide N-acetyltransferase-like	PROTEIN_CODING	NW_019217791.1	
111332773	LOC111332773	rootletin-like	PROTEIN_CODING	NW_019217986.1	
111332779	LOC111332779	uncharacterized LOC111332779	PROTEIN_CODING	NW_019217986.1	
111332785	LOC111332785	CUB and sushi domain-containing protein 3-like	PROTEIN_CODING	NW_019217791.1	
111332786	LOC111332786	uncharacterized LOC111332786	PROTEIN_CODING	NW_019217986.1	
111332788	LOC111332788	uncharacterized LOC111332788	PROTEIN_CODING	NW_019217986.1	
111332804	LOC111332804	cholinesterase-like	PROTEIN_CODING	NW_019217986.1	
111332808	LOC111332808	uncharacterized LOC111332808	PROTEIN_CODING	NW_019217986.1	
111332809	LOC111332809	rootletin-like	PROTEIN_CODING	NW_019217986.1	
111332835	LOC111332835	uncharacterized LOC111332835	PROTEIN_CODING	NW_019217987.1	
111332883	LOC111332883	uncharacterized LOC111332883	PROTEIN_CODING	NW_019217791.1	
111332889	LOC111332889	brevican core protein-like	PROTEIN_CODING	NW_019217988.1	
111332893	LOC111332893	contactin-associated protein-like 5	PROTEIN_CODING	NW_019217988.1	
111332894	LOC111332894	uncharacterized LOC111332894	PROTEIN_CODING	NW_019217988.1	
111332896	LOC111332896	phosphopantothenoylcysteine decarboxylase subunit VHS3-like	PROTEIN_CODING	NW_019217989.1	
111332904	LOC111332904	xaa-Pro aminopeptidase 1-like	PROTEIN_CODING	NW_019217989.1	
111332908	LOC111332908	collagen alpha chain-like	PROTEIN_CODING	NW_019217989.1	
111332917	LOC111332917	uncharacterized LOC111332917	PROTEIN_CODING	NW_019217989.1	
111332949	LOC111332949	ZP domain-containing protein-like	PROTEIN_CODING	NW_019217990.1	
111332952	LOC111332952	uncharacterized LOC111332952	PROTEIN_CODING	NW_019217990.1	
111332964	LOC111332964	trichohyalin-like	PROTEIN_CODING	NW_019217991.1	
111332984	LOC111332984	centrosomal protein of 72 kDa-like	PROTEIN_CODING	NW_019217991.1	
111333021	LOC111333021	tetratricopeptide repeat protein 28-like	PROTEIN_CODING	NW_019217992.1	
111333030	LOC111333030	protein FAM124A-like	PROTEIN_CODING	NW_019217791.1	
111333036	LOC111333036	uncharacterized LOC111333036	PROTEIN_CODING	NW_019217992.1	
111333037	LOC111333037	zinc finger HIT domain-containing protein 2-like	PROTEIN_CODING	NW_019217992.1	
111333039	LOC111333039	coiled-coil domain-containing protein 105-like	PROTEIN_CODING	NW_019217993.1	
111333041	LOC111333041	uncharacterized LOC111333041	PROTEIN_CODING	NW_019217993.1	
111333043	LOC111333043	uncharacterized LOC111333043	PROTEIN_CODING	NW_019217993.1	
111333048	LOC111333048	uncharacterized LOC111333048	PROTEIN_CODING	NW_019217993.1	
111333060	LOC111333060	uncharacterized LOC111333060	PROTEIN_CODING	NW_019217993.1	
111333071	LOC111333071	golgin subfamily A member 4-like	PROTEIN_CODING	NW_019217993.1	
111333073	LOC111333073	uncharacterized LOC111333073	PROTEIN_CODING	NW_019217993.1	
111333100	LOC111333100	coadhesin-like	PROTEIN_CODING	NW_019217791.1	
111333107	LOC111333107	high mobility group-T protein-like	PROTEIN_CODING	NW_019217994.1	
111333126	LOC111333126	uncharacterized LOC111333126	PROTEIN_CODING	NW_019217995.1	
111333147	LOC111333147	uncharacterized LOC111333147	PROTEIN_CODING	NW_019217995.1	
111333150	LOC111333150	zinc finger MYND domain-containing protein 19-like	PROTEIN_CODING	NW_019217995.1	
111333158	LOC111333158	uncharacterized LOC111333158	PROTEIN_CODING	NW_019217995.1	
111333159	LOC111333159	uncharacterized LOC111333159	PROTEIN_CODING	NW_019217995.1	
111333174	LOC111333174	uncharacterized LOC111333174	PROTEIN_CODING	NW_019217996.1	
111333176	LOC111333176	uncharacterized LOC111333176	PROTEIN_CODING	NW_019217996.1	
111333185	LOC111333185	uncharacterized LOC111333185	PROTEIN_CODING	NW_019217996.1	
111333192	LOC111333192	uncharacterized LOC111333192	PROTEIN_CODING	NW_019217996.1	
111333229	LOC111333229	DAZ-associated protein 2-like	PROTEIN_CODING	NW_019217997.1	
111333251	LOC111333251	uncharacterized LOC111333251	PROTEIN_CODING	NW_019217998.1	
111333254	LOC111333254	uncharacterized LOC111333254	PROTEIN_CODING	NW_019217791.1	
111333256	LOC111333256	tolloid-like protein 2	PROTEIN_CODING	NW_019217998.1	
111333258	LOC111333258	bone morphogenetic protein 1-like	PROTEIN_CODING	NW_019217998.1	
111333268	LOC111333268	tolloid-like protein 2	PROTEIN_CODING	NW_019217998.1	
111333273	LOC111333273	E3 ubiquitin-protein ligase DZIP3-like	PROTEIN_CODING	NW_019217998.1	
111333310	LOC111333310	uncharacterized LOC111333310	PROTEIN_CODING	NW_019217999.1	
111333338	LOC111333338	uncharacterized LOC111333338	PROTEIN_CODING	NW_019218000.1	
111333372	LOC111333372	sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1-like	PROTEIN_CODING	NW_019218001.1	
111333378	LOC111333378	low-density lipoprotein receptor-related protein 4-like	PROTEIN_CODING	NW_019218001.1	
111333381	LOC111333381	uncharacterized LOC111333381	PROTEIN_CODING	NW_019217791.1	
111333390	LOC111333390	uncharacterized LOC111333390	PROTEIN_CODING	NW_019218002.1	
111333402	LOC111333402	phosphoethanolamine N-methyltransferase 1-like	PROTEIN_CODING	NW_019218002.1	
111333443	LOC111333443	uncharacterized LOC111333443	PROTEIN_CODING	NW_019218003.1	
111333444	LOC111333444	translation initiation factor IF-2-like	PROTEIN_CODING	NW_019218003.1	
111333463	LOC111333463	uncharacterized LOC111333463	PROTEIN_CODING	NW_019218004.1	
111333464	LOC111333464	proline-rich transmembrane protein 4-like	PROTEIN_CODING	NW_019218004.1	
111333466	LOC111333466	proline-rich transmembrane protein 4-like	PROTEIN_CODING	NW_019218004.1	
111333477	LOC111333477	uncharacterized LOC111333477	PROTEIN_CODING	NW_019218004.1	
111333478	LOC111333478	coagulation factor V-like	PROTEIN_CODING	NW_019218004.1	
111333495	LOC111333495	uncharacterized LOC111333495	PROTEIN_CODING	NW_019218004.1	
111333508	LOC111333508	uncharacterized LOC111333508	PROTEIN_CODING	NW_019218004.1	
111333511	LOC111333511	uncharacterized LOC111333511	PROTEIN_CODING	NW_019218004.1	
111333518	LOC111333518	uncharacterized LOC111333518	PROTEIN_CODING	NW_019218005.1	
111333523	LOC111333523	saccharopine dehydrogenase [NAD(+), L-lysine-forming]-like	PROTEIN_CODING	NW_019217784.1	
111333535	LOC111333535	uncharacterized LOC111333535	PROTEIN_CODING	NW_019218005.1	
111333537	LOC111333537	uncharacterized LOC111333537	PROTEIN_CODING	NW_019218005.1	
111333541	LOC111333541	moesin-like	PROTEIN_CODING	NW_019218006.1	
111333548	LOC111333548	uncharacterized LOC111333548	PROTEIN_CODING	NW_019217791.1	
111333568	LOC111333568	probable glycosyltransferase STELLO1	PROTEIN_CODING	NW_019218006.1	
111333569	LOC111333569	probable glycosyltransferase STELLO2	PROTEIN_CODING	NW_019218006.1	
111333591	LOC111333591	uncharacterized LOC111333591	PROTEIN_CODING	NW_019218007.1	
111333613	LOC111333613	microtubule-associated protein futsch-like	PROTEIN_CODING	NW_019218007.1	
111333622	LOC111333622	uncharacterized LOC111333622	PROTEIN_CODING	NW_019218008.1	
111333623	LOC111333623	uncharacterized LOC111333623	PROTEIN_CODING	NW_019218008.1	
111333638	LOC111333638	uncharacterized LOC111333638	PROTEIN_CODING	NW_019218008.1	
111333644	LOC111333644	TPR and ankyrin repeat-containing protein 1-like	PROTEIN_CODING	NW_019218008.1	
111333660	LOC111333660	acetylcholinesterase-like	PROTEIN_CODING	NW_019217791.1	
111333684	LOC111333684	angiopoietin-related protein 7-like	PROTEIN_CODING	NW_019218009.1	
111333686	LOC111333686	uncharacterized LOC111333686	PROTEIN_CODING	NW_019218009.1	
111333696	LOC111333696	uncharacterized LOC111333696	PROTEIN_CODING	NW_019218009.1	
111333699	LOC111333699	acetylcholinesterase collagenic tail peptide-like	PROTEIN_CODING	NW_019218009.1	
111333725	LOC111333725	cyclic GMP-AMP synthase-like	PROTEIN_CODING	NW_019218010.1	
111333766	LOC111333766	uncharacterized LOC111333766	PROTEIN_CODING	NW_019218011.1	
111333782	LOC111333782	ZP domain-containing protein-like	PROTEIN_CODING	NW_019218011.1	
111333806	LOC111333806	uncharacterized LOC111333806	PROTEIN_CODING	NW_019218012.1	
111333813	LOC111333813	uncharacterized LOC111333813	PROTEIN_CODING	NW_019218012.1	
111333820	LOC111333820	uncharacterized LOC111333820	PROTEIN_CODING	NW_019218013.1	
111333829	LOC111333829	DNA helicase B-like	PROTEIN_CODING	NW_019217792.1	
111333830	LOC111333830	arylsulfatase B-like	PROTEIN_CODING	NW_019218013.1	
111333831	LOC111333831	titin homolog	PROTEIN_CODING	NW_019218013.1	
111333898	LOC111333898	collagen alpha-6(VI) chain-like	PROTEIN_CODING	NW_019217792.1	
111333913	LOC111333913	coadhesin-like	PROTEIN_CODING	NW_019217792.1	
111333915	LOC111333915	collagen alpha-6(VI) chain-like	PROTEIN_CODING	NW_019218015.1	
111333930	LOC111333930	nitrilase homolog 1-like	PROTEIN_CODING	NW_019218015.1	
111333932	LOC111333932	uncharacterized LOC111333932	PROTEIN_CODING	NW_019217792.1	
111333933	LOC111333933	uncharacterized LOC111333933	PROTEIN_CODING	NW_019218015.1	
111333948	LOC111333948	centrosomal protein of 135 kDa-like	PROTEIN_CODING	NW_019218016.1	
111333953	LOC111333953	uncharacterized LOC111333953	PROTEIN_CODING	NW_019218016.1	
111333958	LOC111333958	uncharacterized LOC111333958	PROTEIN_CODING	NW_019218016.1	
111333969	LOC111333969	uncharacterized LOC111333969	PROTEIN_CODING	NW_019218016.1	
111333974	LOC111333974	uncharacterized LOC111333974	PROTEIN_CODING	NW_019218016.1	
111333978	LOC111333978	titin-like	PROTEIN_CODING	NW_019218016.1	
111334010	LOC111334010	centromere protein M-like	PROTEIN_CODING	NW_019218017.1	
111334014	LOC111334014	glycine-rich cell wall structural protein 1.8-like	PROTEIN_CODING	NW_019217792.1	
111334021	LOC111334021	uncharacterized LOC111334021	PROTEIN_CODING	NW_019218017.1	
111334058	LOC111334058	uncharacterized LOC111334058	PROTEIN_CODING	NW_019218018.1	
111334059	LOC111334059	uncharacterized protein C3orf38 homolog	PROTEIN_CODING	NW_019218018.1	
111334081	LOC111334081	TP53-regulated inhibitor of apoptosis 1-B-like	PROTEIN_CODING	NW_019217792.1	
111334090	LOC111334090	uncharacterized LOC111334090	PROTEIN_CODING	NW_019218018.1	
111334110	LOC111334110	uncharacterized skeletal organic matrix protein 5-like	PROTEIN_CODING	NW_019218019.1	
111334111	LOC111334111	uncharacterized skeletal organic matrix protein 5-like	PROTEIN_CODING	NW_019218019.1	
111334136	LOC111334136	lamin-B1-like	PROTEIN_CODING	NW_019217784.1	
111334137	LOC111334137	uncharacterized LOC111334137	PROTEIN_CODING	NW_019218020.1	
111334147	LOC111334147	uncharacterized LOC111334147	PROTEIN_CODING	NW_019218020.1	
111334172	LOC111334172	uncharacterized LOC111334172	PROTEIN_CODING	NW_019218021.1	
111334226	LOC111334226	uncharacterized LOC111334226	PROTEIN_CODING	NW_019217784.1	
111334295	LOC111334295	THAP domain-containing protein 1-like	PROTEIN_CODING	NW_019218023.1	
111334299	LOC111334299	uncharacterized LOC111334299	PROTEIN_CODING	NW_019218023.1	
111334323	LOC111334323	uncharacterized LOC111334323	PROTEIN_CODING	NW_019218024.1	
111334389	LOC111334389	uncharacterized LOC111334389	PROTEIN_CODING	NW_019218026.1	
111334400	LOC111334400	glucosidase 2 subunit beta-like	PROTEIN_CODING	NW_019218026.1	
111334414	LOC111334414	uncharacterized LOC111334414	PROTEIN_CODING	NW_019218027.1	
111334449	LOC111334449	uncharacterized LOC111334449	PROTEIN_CODING	NW_019218027.1	
111334459	LOC111334459	vacuolar protein sorting-associated protein 13D-like	PROTEIN_CODING	NW_019218028.1	
111334461	LOC111334461	uncharacterized LOC111334461	PROTEIN_CODING	NW_019217792.1	
111334463	LOC111334463	uncharacterized LOC111334463	PROTEIN_CODING	NW_019218028.1	
111334489	LOC111334489	uncharacterized LOC111334489	PROTEIN_CODING	NW_019218029.1	
111334502	LOC111334502	uncharacterized LOC111334502	PROTEIN_CODING	NW_019218029.1	
111334503	LOC111334503	uncharacterized LOC111334503	PROTEIN_CODING	NW_019218029.1	
111334506	LOC111334506	collagen triple helix repeat-containing protein 1-like	PROTEIN_CODING	NW_019218029.1	
111334520	LOC111334520	uncharacterized LOC111334520	PROTEIN_CODING	NW_019218029.1	
111334527	LOC111334527	uncharacterized LOC111334527	PROTEIN_CODING	NW_019218030.1	
111334539	LOC111334539	proliferation-associated protein 2G4-like	PROTEIN_CODING	NW_019218030.1	
111334541	LOC111334541	integumentary mucin C.1-like	PROTEIN_CODING	NW_019218030.1	
111334568	LOC111334568	uncharacterized LOC111334568	PROTEIN_CODING	NW_019218031.1	
111334580	LOC111334580	uncharacterized LOC111334580	PROTEIN_CODING	NW_019218031.1	
111334581	LOC111334581	uncharacterized LOC111334581	PROTEIN_CODING	NW_019218031.1	
111334596	LOC111334596	uncharacterized LOC111334596	PROTEIN_CODING	NW_019218032.1	
111334618	LOC111334618	HEPACAM family member 2-like	PROTEIN_CODING	NW_019218032.1	
111334619	LOC111334619	uncharacterized LOC111334619	PROTEIN_CODING	NW_019218032.1	
111334626	LOC111334626	uncharacterized LOC111334626	PROTEIN_CODING	NW_019218033.1	
111334628	LOC111334628	uncharacterized LOC111334628	PROTEIN_CODING	NW_019218033.1	
111334650	LOC111334650	anti-sigma-I factor RsgI2-like	PROTEIN_CODING	NW_019218033.1	
111334652	LOC111334652	retinol dehydrogenase 8-like	PROTEIN_CODING	NW_019218033.1	
111334653	LOC111334653	uncharacterized LOC111334653	PROTEIN_CODING	NW_019218033.1	
111334656	LOC111334656	uncharacterized LOC111334656	PROTEIN_CODING	NW_019218034.1	
111334678	LOC111334678	zinc finger protein 728-like	PROTEIN_CODING	NW_019218034.1	
111334688	LOC111334688	uncharacterized LOC111334688	PROTEIN_CODING	NW_019218034.1	
111334736	LOC111334736	uncharacterized LOC111334736	PROTEIN_CODING	NW_019218036.1	
111334778	LOC111334778	A disintegrin and metalloproteinase with thrombospondin motifs adt-1-like	PROTEIN_CODING	NW_019218037.1	
111334780	LOC111334780	uncharacterized LOC111334780	PROTEIN_CODING	NW_019218038.1	
111334785	LOC111334785	collagen alpha-5(VI) chain-like	PROTEIN_CODING	NW_019218038.1	
111334792	LOC111334792	uncharacterized LOC111334792	PROTEIN_CODING	NW_019218038.1	
111334793	LOC111334793	cyclic nucleotide-binding domain-containing protein 1-like	PROTEIN_CODING	NW_019218038.1	
111334800	LOC111334800	uncharacterized LOC111334800	PROTEIN_CODING	NW_019218038.1	
111334820	LOC111334820	transmembrane protein 161B-like	PROTEIN_CODING	NW_019218038.1	
111334821	LOC111334821	uncharacterized LOC111334821	PROTEIN_CODING	NW_019218038.1	
111334848	LOC111334848	uncharacterized LOC111334848	PROTEIN_CODING	NW_019218040.1	
111334857	LOC111334857	hemicentin-1-like	PROTEIN_CODING	NW_019218040.1	
111334859	LOC111334859	uncharacterized LOC111334859	PROTEIN_CODING	NW_019218040.1	
111334878	LOC111334878	cadherin-like and PC-esterase domain-containing protein 1	PROTEIN_CODING	NW_019218041.1	
111334880	LOC111334880	uncharacterized LOC111334880	PROTEIN_CODING	NW_019218041.1	
111334887	LOC111334887	uncharacterized LOC111334887	PROTEIN_CODING	NW_019218041.1	
111334893	LOC111334893	uncharacterized LOC111334893	PROTEIN_CODING	NW_019218041.1	
111334898	LOC111334898	protein cereblon-like	PROTEIN_CODING	NW_019218041.1	
111334906	LOC111334906	uncharacterized LOC111334906	PROTEIN_CODING	NW_019218041.1	
111334907	LOC111334907	uncharacterized LOC111334907	PROTEIN_CODING	NW_019218041.1	
111334930	LOC111334930	uncharacterized LOC111334930	PROTEIN_CODING	NW_019218042.1	
111334940	LOC111334940	lymphocyte antigen 6H-like	PROTEIN_CODING	NW_019218042.1	
111334945	LOC111334945	cilia- and flagella-associated protein 73-like	PROTEIN_CODING	NW_019218042.1	
111334948	LOC111334948	skin secretory protein xP2-like	PROTEIN_CODING	NW_019218042.1	
111334952	LOC111334952	uncharacterized LOC111334952	PROTEIN_CODING	NW_019218042.1	
111334975	LOC111334975	deleted in malignant brain tumors 1 protein-like	PROTEIN_CODING	NW_019218043.1	
111334976	LOC111334976	deleted in malignant brain tumors 1 protein-like	PROTEIN_CODING	NW_019218043.1	
111334990	LOC111334990	CREB-binding protein-like	PROTEIN_CODING	NW_019218043.1	
111335013	LOC111335013	NHL repeat-containing protein 2-like	PROTEIN_CODING	NW_019218044.1	
111335020	LOC111335020	COMM domain-containing protein 4-like	PROTEIN_CODING	NW_019218044.1	
111335025	LOC111335025	uncharacterized LOC111335025	PROTEIN_CODING	NW_019218044.1	
